DEPT,CAL_N,SGR_N,CGR_N,RESDEEP_N,SP_N,POR_N,RHOB_N,PE_N,DPHI_N,NPHI_N,DTC_N,DTS_N,TCMR,RHOMAA_N,UMAA_N,K_GD_N,K_SDR_N,K_TIM_N
4207,8.03,53.911,36.802,1.8,29.375,0.188396779,2.443,2.44,0.156,0.216,97.68077792,204.2938743,0.158744903,2.724,6.756,1.159309629,3.671222708,0.144708598
4207.5,8.04,59.07,40.444,1.88,30,0.183327715,2.431,2.49,0.163,0.2,96.7479281,198.6360147,0.162382452,2.728,7.036,0.093110371,3.253655113,0.091971233
4208,7.73,65.628,46.514,1.8,30.234,0.210500392,2.407,2.57,0.177,0.239,101.2049553,212.7406764,0.164599249,2.72,7.008,0.049989467,3.160453668,0.170470261
4208.5,7.83,64.636,45.924,1.52,30.234,0.255418557,2.393,2.62,0.186,0.309,108.8397771,241.5502054,0.164386976,2.706,6.76,0.078726393,3.816761023,0.370925239
4209,7.84,60.483,42.816,1.45,30.441,0.29139156,2.403,2.61,0.18,0.368,112.7266055,253.0542508,0.161623961,2.705,6.483,0.250573512,4.906415042,0.495098199
4209.5,8.08,55.983,39,1.56,30.273,0.260446534,2.425,2.53,0.167,0.324,107.4909963,238.5883849,0.153061652,2.715,6.425,0.075754162,4.762175877,0.388345469
4210,8.15,54.576,38.178,1.75,28.906,0.211148061,2.448,2.44,0.153,0.254,102.068151,222.4178087,0.155386732,2.729,6.55,2.270952132,3.956670378,0.567983948
4210.5,8.06,53.009,36.937,1.9,29.805,0.175078648,2.464,2.41,0.144,0.198,96.39857353,201.8104967,0.147364212,2.728,6.781,1.15765406,3.783766315,0.072968397
4211,7.97,50.873,36.281,2.02,25.515,0.164867762,2.471,2.47,0.14,0.186,93.81471887,197.4224564,0.134576032,2.721,6.807,0.071685668,3.345807418,0.620250007
4211.5,7.9,53.309,38.925,2.29,24.922,0.172226801,2.474,2.57,0.138,0.197,91.74249665,192.4851779,0.13354587,2.709,6.61,0.044588282,3.251757227,3.721095297
4212,7.87,57.666,41.208,2.15,24.375,0.193206299,2.473,2.67,0.139,0.234,96.28979191,205.095079,0.140772703,2.712,6.415,0.040413037,4.068340463,0.461707255
4212.5,8.05,59.301,40.993,2.01,24.141,0.20828416,2.477,2.69,0.136,0.262,97.9416095,208.3766598,0.14895552,2.745,7.963,0.050770852,3.576926792,0.030672966
4213,8.06,56.178,40.526,1.91,23.603,0.208524587,2.478,2.62,0.136,0.262,99.0469646,210.9718183,0.152285545,2.737,8.129,0.05486417,3.750538744,0.040489212
4213.5,8.03,52.99,36.355,2.22,23.203,0.197190056,2.461,2.53,0.145,0.238,96.45522264,200.3410578,0.152123153,2.729,8.27,1.16946957,4.251680595,0.080134444
4214,8.02,52.366,34.541,2.62,22.734,0.19498076,2.45,2.5,0.152,0.231,92.49072115,188.7935013,0.152708406,2.731,8.495,0.056970807,4.794385505,0.071889201
4214.5,7.96,52.323,34.373,2.51,22.383,0.207708042,2.44,2.53,0.158,0.245,94.06489945,197.9200615,0.153081621,2.733,8.75,1.170614133,5.00042664,0.094179556
4215,8.02,52.703,36.169,2.62,22.188,0.20977439,2.455,2.55,0.149,0.255,94.7191306,197.1107289,0.149517491,2.733,8.783,0.05999662,4.513124712,0.054394038
4215.5,7.97,51.367,34.405,3.03,21.691,0.202542883,2.459,2.5,0.147,0.245,92.95467836,188.0914587,0.147159748,2.732,8.775,0.055401238,4.583464357,0.145432758
4216,7.96,48.793,35.236,2.79,21.211,0.194406341,2.464,2.42,0.144,0.233,91.9529969,191.9785257,0.143574899,2.73,8.702,0.367600199,4.250090639,0.184077633
4216.5,8.05,47.816,33.263,2.85,20.859,0.1956139,2.44,2.35,0.158,0.224,91.6930654,190.8667692,0.148414883,2.728,8.699,0.384932076,4.051936259,0.171376257
4217,8.04,51.06,34.959,3.52,20.391,0.191971075,2.423,2.33,0.168,0.213,89.51321669,179.507287,0.145521944,2.727,8.656,2.258921579,5.041595425,0.285022629
4217.5,7.74,52.307,37.577,3.63,20,0.197169391,2.415,2.34,0.173,0.22,91.96284348,181.2688535,0.15544046,2.736,8.454,2.285293947,7.249345992,0.471332519
4218,7.91,51.586,38.866,3.39,19.412,0.192993613,2.427,2.39,0.166,0.217,88.84949597,176.3014751,0.15055186,2.741,8.335,1.438154735,5.481831633,1.022003916
4218.5,7.96,47.627,33.799,3.16,19.062,0.199546076,2.442,2.42,0.157,0.231,89.75824573,181.3838414,0.150645864,2.742,8.315,1.357569435,5.308899832,0.894234309
4219,7.9,44.728,31.611,3.78,18.516,0.189741876,2.445,2.5,0.155,0.218,87.8678921,170.9617028,0.155510751,2.736,8.437,0.33551877,7.664648197,0.697659198
4219.5,7.84,39.977,30.247,4.28,18.125,0.183411404,2.444,2.59,0.156,0.206,85.90317252,165.702134,0.150762288,2.736,8.566,0.109211875,9.807682554,0.633423049
4220,8.87,34.939,25.589,5.0594,17.813,0.231837281,2.437,2.64,0.15929,0.289025877,87.98248543,175.1002691,0.156390078,2.734,8.759,0.138501617,17.3348546,1.198477643
4220.5,8.87,33.892,24.276,8.1239,17.61,0.200911268,2.423,2.57,0.16802,0.230536862,84.57717296,160.3436746,0.151710047,2.737,8.952,0.163077898,13.32548362,2.667168466
4221,8.88,37.825,26.089,8.3732,17.5,0.200419616,2.411,2.45,0.17508,0.224809472,86.33033428,165.6048596,0.151798576,2.738,9.192,0.432827585,12.0046394,3.639616708
4221.5,8.88,43.28,28.663,5.9689,17.5,0.209241063,2.398,2.38,0.18223,0.235838337,89.50837486,176.2051837,0.155301327,2.743,9.265,1.521313892,17.1715108,0.603674246
4222,8.89,45.892,31.557,3.9936,17.383,0.216545521,2.384,2.36,0.19092,0.241335693,93.82740408,190.8186793,0.166665429,2.742,9.246,1.290285652,15.65308285,0.760459386
4222.5,8.88,47.532,33.512,3.2213,17.461,0.235574014,2.358,2.34,0.206,0.254813379,97.81571208,196.3560749,0.179624762,2.744,9.094,3.622577989,29.8895643,1.037560029
4223,8.87,48.414,33.343,2.6297,17.305,0.272155239,2.335,2.33,0.21905,0.307897826,100.5109795,211.8682907,0.181066595,2.741,8.963,7.227636871,21.50603718,1.701797403
4223.5,8.9,50.175,34.893,2.7109,17.243,0.270500114,2.351,2.35,0.20999,0.315698024,98.90305433,205.2934503,0.176021445,2.74,8.784,5.4342855,19.9935136,2.81605108
4224,8.88,48.674,35.9,2.9608,16.914,0.239061286,2.404,2.43,0.17896,0.283933589,95.0048285,196.8188157,0.168334753,2.737,8.757,2.5558451,11.6423771,1.933115734
4224.5,8.89,46.065,34.017,3.2637,16.953,0.212727697,2.46,2.47,0.14585,0.262299235,90.61766805,187.974846,0.141278589,2.736,8.776,0.400519793,4.120487224,0.442353359
4225,8.89,41.739,30.113,3.1879,16.875,0.208356653,2.477,2.48,0.13617,0.260749323,91.29845512,193.2730246,0.14590635,2.74,8.8,0.101938735,4.859464469,0.2320847
4225.5,8.9,36.418,27.013,3.5419,17.188,0.198524275,2.456,2.44,0.14814,0.237337186,88.26581305,180.0333901,0.148049168,2.751,8.775,0.843032643,6.517680017,0.508829415
4226,8.9,35.067,27.028,5.2626,16.992,0.198343241,2.398,2.42,0.18218,0.213263779,88.03398905,167.9782059,0.166958901,2.763,8.683,0.317601217,19.83781237,1.3666668
4226.5,8.9,38.513,30.75,5.4588,16.992,0.21169018,2.341,2.39,0.21599,0.220067033,89.33053419,169.0763095,0.164231427,2.772,8.464,1.582039083,22.68841725,1.872048331
4227,8.88,45.218,36.695,3.4767,17.109,0.240832978,2.336,2.38,0.21905,0.255411538,97.22558656,187.0739577,0.182498111,2.775,8.213,4.126342416,29.70521398,1.996353887
4227.5,8.87,48.343,38.209,3.0778,17.344,0.239343362,2.383,2.39,0.191,0.273477278,98.92277158,189.883081,0.178501517,2.772,8.109,2.339470324,28.30852306,1.18280705
4228,8.89,49.323,38.367,2.4575,17.647,0.235454874,2.432,2.41,0.16269,0.289675039,97.89196105,201.070352,0.164072386,2.766,8.152,1.932008411,5.825571173,0.240335475
4228.5,8.87,48.767,37.791,2.5412,17.5,0.229456815,2.45,2.45,0.15196,0.285735478,96.92116558,200.758373,0.168800549,2.756,8.201,1.966578992,7.97880998,1.834170598
4229,8.86,52.703,40.128,2.7445,17.656,0.226034954,2.449,2.48,0.15291,0.279452661,96.59498058,198.3309696,0.162167108,2.746,8.198,0.503470632,6.491753448,0.205168171
4229.5,8.87,54.841,40.188,2.5691,17.978,0.223658054,2.458,2.53,0.14708,0.279165139,97.40685167,198.2795945,0.158024545,2.734,8.16,1.171159129,5.216281347,0.070770388
4230,8.85,53.02,38.425,2.2089,18.008,0.201284218,2.464025406,2.549691238,0.1442,0.244168613,97.7790688,199.4781076,0.156494522,2.727,8.001,0.06058421,4.89093321,0.041612301
4230.5,8.85,47.113,34.524,2.337,18.359,0.19931034,2.457035317,2.435923494,0.14802,0.239583523,95.3893747,197.6286791,0.149416376,2.726,7.89,0.366725669,4.525517156,0.215812681
4231,8.85,43.863,31.998,2.7563,18.398,0.192292549,2.449659477,2.398297789,0.15196,0.227204466,92.49254654,189.6370442,0.147761103,2.729,7.765,0.413834951,4.43584431,0.153545248
4231.5,8.86,45.698,33.127,3.3022,18.828,0.184800512,2.443789508,2.357722251,0.15585,0.210978992,90.27727278,182.0254607,0.143407362,2.731,7.689,2.564773974,4.877795661,0.261644618
4232,8.86,47.991,34.963,2.811,19.412,0.194032535,2.45443169,2.431339765,0.14968,0.230165999,92.82813712,186.9012027,0.143584749,2.726,7.554,0.824266859,4.457630416,0.238332602
4232.5,8.86,46.795,33.245,2.9265,20.117,0.188278706,2.460560897,2.471992843,0.14546,0.223240772,91.84100199,185.8274861,0.141652053,2.721,7.478,0.086678012,3.861086989,0.175860786
4233,8.86,45.97,33.391,2.9365,20.977,0.18874024,2.457019964,2.448875199,0.14802,0.221891546,90.84269808,183.8305328,0.136258073,2.725,7.414,1.372614228,3.682228852,2.49880925
4233.5,8.86,44.638,32.9,3.1321,21.523,0.190827395,2.445408248,2.494816671,0.15502,0.22033916,89.93370816,179.716046,0.14488733,2.724,7.529,0.48492233,4.616398198,0.670534402
4234,8.85,43.417,32.394,3.3207,22.39,0.186526331,2.447862627,2.49828169,0.15294,0.214402399,86.60847189,168.148252,0.14462822,2.719,7.713,0.42702521,5.403027491,0.647006475
4234.5,8.86,39.911,29.917,3.2957,23.438,0.190527931,2.43449388,2.469968123,0.16065,0.217068057,86.66591359,169.2802523,0.148208273,2.715,7.959,0.545774014,6.309504879,0.887876687
4235,8.87,37.611,28.093,3.4485,24.688,0.19414302,2.422331757,2.487927052,0.1689,0.217037598,86.4976819,169.2927673,0.152174414,2.718,8.063,0.546774675,7.931115815,1.050068958
4235.5,8.87,35.479,26.174,3.8797,25.859,0.208727394,2.421752711,2.668887092,0.16894,0.24348944,88.18803267,175.0592542,0.152524644,2.725,8.255,0.114205189,8.722433345,0.714295965
4236,8.87,35.28,26.511,3.8522,27.573,0.206696117,2.409541295,2.604590199,0.1754,0.231572928,87.13115069,170.6788732,0.163598479,2.731,8.338,0.587461199,14.60175727,1.080949824
4236.5,8.87,34.819,26.769,3.6427,29.219,0.206334393,2.403769015,2.621582186,0.17896,0.230716863,86.66763599,166.9052319,0.169754542,2.731,8.474,0.617423263,24.6546056,1.567833134
4237,8.86,34.66,26.789,3.6215,31.25,0.213075781,2.41879879,2.687697801,0.16985,0.247162753,88.06716319,174.4051728,0.162066828,2.728,8.615,0.864140313,13.16560404,0.728962803
4237.5,8.85,34.986,27.364,3.483,33.555,0.210208489,2.428585289,2.645099765,0.164,0.248330053,87.92437689,175.4542769,0.157921765,2.73,8.678,0.099585173,9.047555491,0.72113301
4238,8.86,34.837,25.932,3.3921,35.742,0.210118912,2.431954021,2.650120411,0.16269,0.246056918,88.33716168,177.015577,0.158159683,2.729,8.625,0.101316866,9.100517558,0.583892672
4238.5,8.85,37.471,28.249,3.4842,38.199,0.192232944,2.430119985,2.57153552,0.16393,0.2164492,86.82714822,165.9891262,0.157031558,2.727,8.467,0.118515051,7.934777692,0.728688103
4239,8.87,37.925,29.042,3.2876,40.625,0.180916111,2.434097841,2.575218897,0.16123,0.201435887,86.8503749,168.1565859,0.150829708,2.728,8.039,0.108763919,6.997013488,0.737521476
4239.5,8.86,38.973,30.252,3.428,43.125,0.182926427,2.430065865,2.549624633,0.16393,0.200871124,86.13790487,167.5694656,0.145164676,2.729,7.856,0.110063058,6.158306823,0.636418244
4240,8.85,39.201,29.918,3.7583,45.469,0.182919104,2.427209755,2.545714333,0.16592,0.198217517,85.42821961,165.2445281,0.146234857,2.726,7.762,0.111982317,6.186194394,0.646456961
4240.5,8.85,40.381,30.923,3.9595,47.656,0.192715439,2.404404885,2.501055041,0.17895,0.209387032,87.78444044,170.2257784,0.161208244,2.726,7.196,0.587137809,12.57746654,3.751828522
4241,8.85,38.74,30.895,4.0494,50.294,0.198293373,2.382702359,2.461777747,0.191,0.205592653,87.38922393,170.3701351,0.161896208,2.726,6.675,3.209322418,20.39264721,4.666144204
4241.5,8.85,34.724,25.117,4.108,53.086,0.194333022,2.397533408,2.52264078,0.18225,0.204918251,85.4508057,162.5246521,0.158269306,2.729,6.871,4.313741896,16.4067272,4.305701928
4242,8.85,31.349,21.546,4.0623,56.094,0.189109152,2.400453664,2.487033566,0.18111,0.193057038,84.49449484,159.3289441,0.152753697,2.716,6.968,1.131219625,13.79601113,4.077698809
4242.5,8.85,30.08,19.618,3.9503,59.063,0.188196593,2.382580393,2.346625548,0.191,0.182759545,85.46442952,159.4457161,0.154084868,2.702,6.667,1.627151129,13.52908939,4.112540249
4243,8.86,31.282,19.319,4.0061,62.463,0.180246357,2.38703707,2.156148937,0.18905,0.167236604,84.46187284,158.8116471,0.147883034,2.687,5.789,7.913471149,26.95017205,13.33611702
4243.5,8.86,33.682,21.79,4.0324,65.898,0.192541378,2.393415159,2.13030892,0.18502,0.195524501,86.48131767,162.1493314,0.155774328,2.686,5.584,13.35921941,44.82746877,32.77374325
4244,8.84,35.359,21.897,4.1556,69.258,0.194057566,2.374669637,2.141357867,0.19593,0.191267361,87.61588948,164.4801104,0.151779811,2.693,5.756,6.884471292,29.02926374,6.365413071
4244.5,8.84,34.581,20.799,4.3908,72.422,0.182253147,2.386375385,2.266002349,0.18966,0.177272846,85.84985112,157.610063,0.149682217,2.698,5.846,0.922631392,15.08934823,1.75264308
4245,8.81,34.375,19.857,4.674,74.779,0.116302014,2.505382328,3.331933177,0.12001,0.134663359,77.66718003,146.9708075,0.10150164,2.729,8.8,0.052601102,1.264640301,0.15555663
4245.5,8.79,39.617,23.695,4.4872,76.289,0.117368229,2.576631265,3.990711947,0.07804,0.155630821,75.60882775,148.1607385,0.094254282,2.774,10.479,0.012596861,0.446090769,0.057020002
4246,8.98,46.626,28.381,4.5491,77.305,0.114598132,2.586078927,3.891394349,0.07284,0.153327895,76.28347206,152.0407989,0.093206519,2.774,10.586,0.011844662,0.418248219,0.04491958
4246.5,10.08,52.502,32.25,4.6006,77.578,0.11522776,2.569648242,3.846210833,0.08191,0.144048613,75.62907756,152.1157085,0.096206802,2.767,10.736,0.011496777,0.459306129,0.045523482
4247,10.66,51.155,34.607,4.9716,78.125,0.145854393,2.468067989,2.95428662,0.14134,0.159056729,83.1129423,159.7839247,0.135203123,2.698,8.256,0.033790605,6.132880614,0.577476094
4247.5,10.84,49.403,33.856,4.4792,78.242,0.157056921,2.441835314,2.549495447,0.15695,0.157525149,82.71494265,160.787069,0.144669057,2.689,7.823,0.144671954,8.773655947,1.038238407
4248,11.54,45.454,32.674,4.7094,78.516,0.18693394,2.37951955,2.374730122,0.19309,0.18393714,85.41192299,161.148589,0.168201214,2.686,6.996,4.653310845,30.41933908,1.962120315
4248.5,11.94,43.508,32.757,4.8737,78.566,0.199525003,2.349712241,2.13867069,0.21091,0.186358856,85.56012089,158.8443505,0.165326091,2.677,6.251,12.79466449,41.00934983,8.287048636
4249,12.13,42.487,32.558,5.0404,78.828,0.230130422,2.271560552,2.0749868,0.2565,0.197469985,87.55594591,164.3466811,0.196303532,2.661,5.718,227.8598502,192.4568901,521.6518128
4249.5,12.13,41.029,31.86,5.0606,79.336,0.231318141,2.279413479,2.068270901,0.25185,0.20483171,87.10364827,164.5319227,0.192866884,2.66,5.592,236.3472869,195.6048555,515.2545147
4250,12.11,41.408,32.735,5.0756,79.375,0.228513096,2.27674059,2.06794098,0.25367,0.199472936,87.11288501,164.7471567,0.199043097,2.659,5.492,251.1834558,202.6230527,555.529866
4250.5,11.87,38.352,30.657,4.9084,79.375,0.23205774,2.27030018,2.026064467,0.25708,0.197982077,85.80101041,159.054297,0.195638441,2.664,5.742,162.6808749,174.0673906,390.9541531
4251,11.94,39.562,32.498,4.8397,79.805,0.211502326,2.329339796,2.076392423,0.22301,0.187735163,84.51769687,153.0721494,0.155030324,2.669,6.064,30.29848699,31.80327515,50.72224096
4251.5,11.74,40.111,33.081,4.5851,79.883,0.18207153,2.382719104,2.329339054,0.19101,0.179103298,82.45752738,149.1275727,0.152734908,2.678,6.608,3.854312668,18.2692734,7.624475004
4252,11.76,44.673,37.049,4.692,80.156,0.179034801,2.385423164,2.392587611,0.18985,0.174445773,82.49961812,152.5407414,0.152177093,2.681,6.829,2.735826575,17.57375105,2.534523026
4252.5,11.85,53.4,43.587,2.752,80.273,0.201684831,2.388831506,2.34728866,0.18821,0.213008492,90.15031388,175.3794481,0.161616403,2.676,6.442,3.852039738,13.00320011,7.774214647
4253,12.23,66.487,54.382,2.679,80.859,0.224681199,2.350893957,2.258936557,0.20999,0.230824959,92.22071022,185.9771175,0.168867361,2.671,5.957,9.35340602,15.86890472,9.454027548
4253.5,15.08,79.823,65.292,2.577,81.367,0.251979552,2.313290162,2.243435104,0.23166,0.248295122,92.66560229,191.1921125,0.184921164,2.666,5.747,21.06769948,31.69337503,15.19411943
4254,15.49,77.987,63.723,2.57,82.305,0.242742161,2.301108393,2.206665778,0.23917,0.237006072,88.70130509,187.1363134,0.183490907,2.666,5.787,26.89080469,38.31786871,34.5197041
4254.5,13.4,65.198,52.94,2.584,82.813,0.250738601,2.276706194,2.135392299,0.25357,0.234216352,90.74791545,192.3073763,0.20592057,2.665,5.782,79.52986853,240.2482021,152.7441413
4255,12.65,49.803,42.091,2.687,83.603,0.265159148,2.213319126,2.023064141,0.28972,0.232112852,90.66084616,192.6399107,0.226295388,2.664,5.657,631.9717552,541.257125,747.2957645
4255.5,12.38,41.191,35.412,2.954,84.492,0.258233515,2.213597118,2.021037922,0.28975,0.222710302,88.9728594,184.0993442,0.230196443,2.662,5.543,913.8160444,666.5005103,935.86175
4256,12.2,36.45,32.701,3.4,85,0.250254447,2.224201454,1.968430675,0.28705,0.209099465,86.85931044,174.4286327,0.220009411,2.661,5.498,909.9847753,522.1664621,974.9863745
4256.5,11.96,35.088,30.329,3.97,85.43,0.246975574,2.206615073,1.962886277,0.29541,0.205428954,86.13725758,168.8081029,0.217446888,2.661,5.621,845.3150993,462.6209442,1013.908297
4257,11.81,33.34,29.623,4.524,85.625,0.244708391,2.196967593,1.966818545,0.29921,0.201037937,86.23856499,164.7690947,0.210965064,2.663,5.762,398.3976747,400.7360199,861.2291756
4257.5,11.8,35.027,30.779,4.897,86.094,0.250498261,2.178413169,1.979981146,0.3105,0.202343001,86.38043112,163.7095949,0.212866745,2.662,5.775,371.3502287,372.5441796,836.2773151
4258,11.82,34.918,31.245,5.021,86.471,0.24502395,2.183812756,2.005396743,0.30841,0.199082177,86.47009185,164.4791224,0.214752524,2.661,5.781,341.359081,298.6623594,861.6877776
4258.5,11.73,34.755,32.649,5.013,86.719,0.242426253,2.197006896,1.997340971,0.29934,0.196408612,86.17437789,163.5065534,0.217282059,2.659,5.608,344.3700706,346.5817703,863.1132353
4259,11.76,32.377,29.007,4.974,86.758,0.242635647,2.196805763,1.984691304,0.29935,0.193898402,86.30801982,164.490023,0.216265063,2.658,5.524,416.4204609,379.612346,929.7773957
4259.5,11.58,28.97,26.255,4.918,86.875,0.23980065,2.196841289,1.964928462,0.29942,0.190407402,85.37901044,160.0980556,0.215845927,2.658,5.473,697.3201177,406.5297678,1007.652205
4260,11.67,28.789,25.783,4.913,86.618,0.240465309,2.196176291,1.967088383,0.29934,0.188876609,85.1994273,159.7911814,0.219092896,2.661,5.529,424.2198504,373.6705247,938.182541
4260.5,11.81,29.527,25.264,5.089,86.133,0.238792922,2.208000532,1.983800118,0.29366,0.188556825,83.93937004,154.2347498,0.21051736,2.666,5.752,267.8788237,338.7018052,815.616838
4261,11.76,31.966,26.651,5.274,85.547,0.242755198,2.216859866,1.999188471,0.2881,0.19483698,84.49894077,155.6050335,0.208404058,2.668,6.015,300.7469441,326.6090404,878.39342
4261.5,11.9,30.288,23.785,5.439,85.039,0.237636821,2.231696188,1.997731705,0.27842,0.191583133,83.40503794,149.7797292,0.208858045,2.669,6.226,190.0248141,321.5488191,995.9464785
4262,11.91,30.079,24.769,5.759,85.078,0.237271431,2.239689428,1.998479909,0.27553,0.191883898,83.57881463,148.2915752,0.208398036,2.669,6.325,178.9137901,299.8409352,995.7325426
4262.5,11.94,29.576,22.543,5.741,85,0.237647828,2.236667087,2.007949422,0.27605,0.190353862,83.70075263,148.0739129,0.200178505,2.671,6.36,173.5622761,292.6488275,1291.134938
4263,11.95,30.548,24.666,5.5,85,0.239488214,2.235706549,2.00096547,0.27593,0.193067942,83.4408591,149.4727203,0.206814619,2.67,6.295,181.7941981,300.4964454,1024.680498
4263.5,11.98,31.146,24.883,5.266,85,0.240101096,2.229700314,1.992021124,0.27831,0.192560725,83.80897429,151.6869992,0.202870474,2.669,6.191,191.3508407,301.6911937,1004.242866
4264,11.96,30.72,23.189,4.998,84.844,0.237891363,2.214340059,1.983087576,0.2893,0.189435303,83.81909059,150.9116356,0.202157368,2.668,6.192,226.3462922,297.835067,996.742378
4264.5,11.88,32.085,26.405,4.78,84.961,0.230667207,2.275034425,2.001064102,0.25382,0.196774971,85.27512642,152.1136231,0.187438469,2.673,6.205,201.4141289,235.5820418,1051.023228
4265,11.71,33.611,27.288,4.684,84.669,0.244045113,2.23461126,2.000129641,0.27638,0.203401968,86.16248444,156.9246262,0.206667985,2.67,6.229,207.8602977,224.1672527,672.41296
4265.5,11.82,36.287,30.927,4.593,84.922,0.244105366,2.230608042,2.001710644,0.27845,0.204263273,85.98189734,158.3345206,0.208859013,2.667,6.11,206.388035,245.0069849,584.3915078
4266,11.84,38.281,31.953,4.493,84.766,0.245413581,2.231294121,2.030326131,0.27834,0.206883248,86.40598723,162.5215295,0.209051291,2.666,6.005,234.7750441,235.1429287,429.6417059
4266.5,12.04,37.542,31.632,4.319,84.727,0.247320186,2.209298823,2.033993254,0.29241,0.206593562,86.64571883,163.9896976,0.210487382,2.663,5.95,264.974758,243.9164637,408.7197689
4267,12.05,35.948,30.798,4.173,84.492,0.247754989,2.206018536,1.980377858,0.29533,0.205751504,87.18302041,167.9449484,0.208772508,2.663,5.872,383.5228713,269.8517868,548.1187882
4267.5,11.94,33.278,27.933,3.994,84.522,0.243594286,2.220337155,1.958381978,0.28803,0.201489112,87.26648874,168.1296756,0.206617754,2.665,5.844,611.0776131,367.468288,671.009794
4268,12.03,32.101,27.631,3.838,84.414,0.247147692,2.221817178,1.947105216,0.28808,0.205740691,87.83029654,168.0054395,0.204329023,2.667,5.887,474.2520303,365.8263399,687.5158855
4268.5,12.12,30.898,25.763,3.744,84.375,0.247292575,2.233783169,1.954346279,0.27722,0.204537458,88.15327333,168.3768266,0.204247596,2.669,5.959,417.3457041,369.1362139,758.8894647
4269,12.11,29.723,24.843,3.742,84.375,0.243876428,2.223340916,1.955082524,0.28724,0.198882147,87.09933666,167.4144294,0.209004051,2.668,5.955,462.1794127,449.1492078,892.7933198
4269.5,12.05,28.433,25.311,3.797,84.375,0.244472437,2.222851222,1.953282509,0.28794,0.20008171,86.56827732,165.0044906,0.208242272,2.668,5.924,679.523661,505.6360674,915.1414508
4270,11.98,28.119,24.038,3.831,84.18,0.244817061,2.241241032,1.922895826,0.27306,0.198962246,86.29509605,165.051487,0.19844111,2.67,5.805,567.0776189,503.2607745,795.6547108
4270.5,11.26,27.458,22.819,3.812,83.971,0.246438812,2.231245664,1.912194726,0.27826,0.201786953,86.39797444,167.2178941,0.205142975,2.668,5.751,701.8995277,528.5231074,845.8241693
4271,9.69,27.415,22.161,3.875,83.711,0.242999541,2.237422729,1.875568328,0.27587,0.196216274,86.08314247,168.858985,0.20196227,2.665,5.574,912.5042588,851.5239303,848.5911548
4271.5,9.12,27.08,23.494,3.908,83.594,0.245726832,2.21871257,1.86200482,0.28794,0.198309762,86.08716218,170.4379834,0.203504007,2.659,5.538,1059.207045,856.048111,865.7612841
4272,8.92,26.328,22.484,3.834,82.617,0.244463357,2.22168207,1.919441652,0.28796,0.195852755,84.88637435,169.6828739,0.208639471,2.658,5.466,1023.37686,612.6737685,873.3754738
4272.5,8.87,26.01,21.36,3.64,81.836,0.239606839,2.230011159,1.877554704,0.27836,0.191945163,84.51939299,165.114153,0.203733949,2.658,5.471,972.312616,859.8891573,877.2727329
4273,8.85,24.687,20.392,3.57,81.029,0.241596537,2.249059575,1.967531127,0.26971,0.188924631,83.71368878,162.9901869,0.209436036,2.657,5.451,858.4788758,508.5249658,1042.439154
4273.5,8.85,23.475,20.137,3.4,80.391,0.229714496,2.257655172,2.01791593,0.26775,0.180905601,83.41070275,162.2919715,0.211067877,2.658,5.533,772.7622788,476.0341731,951.3796573
4274,8.75,21.611,18.206,3.36,79.648,0.220111775,2.251758451,2.023730121,0.26941,0.166935704,84.22613334,162.8075051,0.206016109,2.66,5.677,730.2382155,430.2360148,923.3095832
4274.5,8.75,21.285,17.911,3.52,78.984,0.220520206,2.253406126,2.049989774,0.26928,0.164779165,84.47861052,162.3372729,0.199904153,2.662,5.871,587.9639327,402.0308911,762.3143341
4275,8.75,21.331,17.337,3.45,78.398,0.209649843,2.264164487,2.037881561,0.25826,0.163312544,84.19877961,158.9005188,0.202407979,2.667,6.106,509.4390632,391.3090437,833.8123487
4275.5,8.85,25.574,20.705,3.88,77.39,0.192278281,2.356414271,2.147368791,0.2067,0.167632217,84.58474661,158.966988,0.161130176,2.674,6.507,18.78191015,101.916426,72.29407816
4276,8.84,34.186,27.695,4.15,76.914,0.188227837,2.374719418,2.315151645,0.19594,0.175535381,84.987633,159.7654709,0.166492074,2.685,7.038,4.910682172,25.02584298,4.999969907
4276.5,8.73,53.101,42.932,3.36,76.68,0.171947292,2.429166246,2.441266253,0.16399,0.179329955,85.57203118,166.1259904,0.156069862,2.692,7.405,1.367332068,5.443214273,1.668302714
4277,8.71,71.433,55.298,2.62,76.484,0.18284536,2.445974301,2.538333702,0.15426,0.209044406,91.47715231,180.284454,0.16149819,2.694,7.324,0.056249552,2.918259787,0.4205129
4277.5,8.75,80.338,63.657,2.34,76.836,0.207847635,2.419934354,2.433140016,0.16963,0.236149324,92.85718355,186.714131,0.149915434,2.688,6.903,0.075687174,3.733941615,1.852696423
4278,8.76,73.196,60.332,2.53,76.36,0.200372349,2.41915641,2.399396936,0.16985,0.225351848,94.11737889,188.6371979,0.151813387,2.685,6.645,0.085600644,3.693913495,0.586063516
4278.5,8.75,64.834,53.753,2.72,76.25,0.201436562,2.412777313,2.365596764,0.17407,0.225697003,92.52774502,186.5149279,0.157349993,2.693,6.626,0.014718741,1.100410139,0.138834467
4279,8.74,65.255,55.265,2.49,76.25,0.193048181,2.433432425,2.43947016,0.16158,0.220115205,94.00422057,187.5794269,0.156877067,2.707,6.852,0.021274146,2.654153421,0.149173094
