DEPT,CAL_N,DPHI_N,DTC_N,SGR_N,NPHI_N,PE_N,POR_N,RESDEEP_N,RESSHAL_N,RHOB_N,SP_N,K_SDR_N_PRE
2733,10.29,0.327,121.53,112.76,0.442,-999.25,0.389,1.62,0.562,-999.25,98.13,
2733.5,10.35,0.317,122.33,115.03,0.387,-999.25,0.354,1.71,0.557,-999.25,98.13,
2734,10.25,0.281,117.12,104.44,0.41,-999.25,0.351,1.73,0.575,-999.25,98.09,
2734.5,8.18,0.219,117.42,106.52,0.431,-999.25,0.342,1.43,0.577,-999.25,97.93,
2735,8.79,0.205,118.36,117.2,0.427,-999.25,0.335,1.73,0.578,-999.25,97.62,
2735.5,8.99,0.213,121.08,106.59,0.489,-999.25,0.377,1.71,0.551,-999.25,97.5,
2736,9.14,0.228,118.27,110.11,0.477,-999.25,0.374,1.59,0.542,-999.25,97.5,
2736.5,9.2,0.213,117.25,117.3,0.41,-999.25,0.327,1.69,0.542,-999.25,97.7,
2737,9.62,0.229,117.74,163.29,0.366,-999.25,0.305,1.48,0.532,-999.25,98.05,
2737.5,8.47,0.259,116.72,143.76,0.397,-999.25,0.335,1.47,0.524,-999.25,97.85,
2738,10.11,0.283,119.2,120.07,0.413,-999.25,0.354,1.9,0.533,-999.25,98.05,
2738.5,10.11,0.292,120.74,121.08,0.369,-999.25,0.333,2.21,0.525,-999.25,97.93,
2739,10.05,0.3,119.57,105.2,0.379,-999.25,0.342,2.4,0.551,-999.25,98.13,
2739.5,9.2,0.308,119.85,116.54,0.425,-999.25,0.371,1.7,0.509,-999.25,98.13,
2740,10.29,0.318,121.13,113.14,0.453,-999.25,0.391,1.36,0.471,-999.25,98.13,
2740.5,11.03,0.365,124.02,105.33,0.435,-999.25,0.402,1.5,0.476,-999.25,98.13,
2741,11.6,0.422,123.65,100.29,0.474,-999.25,0.449,1.66,0.492,-999.25,98.13,
2741.5,10.89,0.431,122.34,107.47,0.437,-999.25,0.434,2.08,0.547,-999.25,98.67,
2742,8.74,0.39,115.37,102.18,0.373,-999.25,0.382,2.1,0.586,-999.25,98.36,
2742.5,8.02,0.348,114.93,100.29,0.361,-999.25,0.355,1.98,0.586,-999.25,98.13,
2743,8.77,0.317,115.51,103.88,0.429,-999.25,0.377,1.69,0.552,-999.25,98.13,
2743.5,10,0.295,119.33,104.82,0.393,-999.25,0.347,1.69,0.548,-999.25,98.27,
2744,9.63,0.271,120.96,108.98,0.413,-999.25,0.349,1.76,0.552,-999.25,98.2,
2744.5,9.75,0.279,120.63,108.35,0.433,-999.25,0.364,1.54,0.563,-999.25,98.36,
2745,10.05,0.283,120.01,114.27,0.413,-999.25,0.354,1.57,0.575,-999.25,98.13,
2745.5,9.12,0.282,120.96,112,0.43,-999.25,0.364,1.59,0.59,-999.25,98.01,
2746,9.54,0.283,122.14,122.21,0.39,-999.25,0.341,1.76,0.604,-999.25,98.13,
2746.5,9.44,0.301,122.33,126.75,0.375,-999.25,0.34,1.68,0.589,-999.25,98.36,
2747,9.52,0.306,118.74,116.54,0.418,-999.25,0.366,1.75,0.592,-999.25,98.13,
2747.5,9.02,0.289,120.5,117.68,0.415,-999.25,0.358,1.71,0.595,-999.25,98.13,
2748,9.06,0.306,122.02,124.67,0.406,-999.25,0.359,1.8,0.589,-999.25,97.97,
2748.5,9.64,0.323,117.94,123.72,0.478,-999.25,0.408,1.78,0.602,-999.25,98.05,
2749,9.85,0.357,122.54,140.73,0.407,-999.25,0.383,1.99,0.612,-999.25,98.13,
2749.5,9.26,0.358,124.17,126.75,0.422,-999.25,0.391,1.88,0.613,-999.25,98.44,
2750,9.52,0.334,117.46,128.26,0.455,-999.25,0.399,1.76,0.594,-999.25,98.55,
2750.5,9.37,0.321,117.51,129.39,0.439,-999.25,0.385,1.95,0.61,-999.25,98.24,
2751,8.32,0.324,116.72,125.55,0.449,-999.25,0.392,2.29,0.633,-999.25,98.13,
2751.5,9.63,0.351,113.64,125.24,0.403,-999.25,0.378,2.33,0.625,-999.25,98.48,
2752,9.83,0.332,120.07,118.05,0.407,-999.25,0.371,2.2,0.623,-999.25,98.75,
2752.5,9.97,0.271,118.74,124.29,0.428,-999.25,0.358,2.01,0.627,-999.25,98.38,
2753,7.75,0.221,118.84,119.47,0.41,-999.25,0.329,1.93,0.619,-999.25,98.32,
2753.5,9.39,0.23,119.69,118.43,0.375,-999.25,0.311,1.95,0.613,-999.25,98.28,
2754,9.71,0.294,119.47,130.91,0.398,-999.25,0.35,2.06,0.608,-999.25,98.46,
2754.5,10.04,0.32,117.11,117.3,0.451,-999.25,0.391,2.12,0.603,-999.25,98.52,
2755,8.22,0.325,117.38,135.44,0.37,-999.25,0.348,1.85,0.594,-999.25,98.6,
2755.5,9.43,0.307,118.99,123.28,0.403,-999.25,0.358,1.77,0.593,-999.25,98.4,
2756,9.69,0.312,120.85,113.14,0.448,-999.25,0.386,1.81,0.571,-999.25,98.2,
2756.5,9.77,0.301,123.1,120.32,0.411,-999.25,0.36,2.08,0.591,-999.25,98.48,
2757,9.73,0.286,123.01,116.54,0.409,-999.25,0.353,1.91,0.593,-999.25,98.75,
2757.5,9.94,0.29,119.96,111.25,0.436,-999.25,0.37,1.91,0.607,-999.25,98.32,
2758,8.96,0.3,119.98,116.04,0.417,-999.25,0.363,1.96,0.602,-999.25,98.13,
2758.5,9.64,0.303,119.39,125.99,0.462,-999.25,0.391,1.82,0.602,-999.25,98.4,
2759,9.25,0.306,120.02,111.63,0.441,-999.25,0.38,1.67,0.571,-999.25,98.67,
2759.5,9.34,0.292,118.52,115.03,0.433,-999.25,0.369,1.78,0.586,-999.25,98.75,
2760,9.7,0.268,117.78,118.68,0.383,-999.25,0.331,2.01,0.612,-999.25,98.67,
2760.5,8.25,0.225,118.49,119.09,0.416,-999.25,0.334,1.93,0.653,-999.25,98.4,
2761,8.73,0.232,116.85,110.87,0.462,-999.25,0.366,2.06,0.672,-999.25,98.68,
2761.5,9.24,0.24,119.61,127.88,0.446,-999.25,0.358,1.92,0.663,-999.25,98.75,
2762,9.11,0.276,119.42,127.13,0.45,-999.25,0.373,1.72,0.662,-999.25,98.94,
2762.5,9.03,0.288,120.96,117.86,0.435,-999.25,0.369,1.9,0.695,-999.25,98.75,
2763,9.06,0.281,121.65,121.45,0.459,-999.25,0.381,1.96,0.718,-999.25,98.75,
2763.5,9.26,0.265,117.59,124.86,0.409,-999.25,0.345,2.03,0.742,-999.25,98.75,
2764,8.28,0.235,119.76,148.23,0.429,-999.25,0.346,2.23,0.772,-999.25,98.75,
2764.5,8.42,0.245,118.76,153.68,0.451,-999.25,0.363,2.39,0.758,-999.25,98.91,
2765,8.37,0.248,117.31,154.59,0.412,-999.25,0.34,2.5,0.827,-999.25,98.82,
2765.5,8.41,0.268,122.16,161.9,0.422,-999.25,0.353,2.21,0.858,-999.25,98.59,
2766,8.5,0.279,123.35,168.71,0.472,-999.25,0.388,1.84,0.831,-999.25,98.55,
2766.5,8.36,0.289,123.53,180.42,0.48,-999.25,0.396,2.32,0.899,-999.25,98.86,
2767,8.32,0.281,122.62,198.44,0.508,-999.25,0.411,2.74,0.949,-999.25,99.14,
2767.5,8.25,0.277,121.71,230.32,0.45,-999.25,0.374,2.35,0.969,-999.25,99.1,
2768,8.2,0.263,120.82,216.71,0.376,-999.25,0.324,2.69,0.972,-999.25,98.79,
2768.5,8.35,0.26,120.62,213.31,0.402,-999.25,0.339,2.54,0.971,-999.25,99.1,
2769,8.25,0.246,120.11,216.71,0.459,-999.25,0.368,2.63,0.975,-999.25,98.94,
2769.5,8.18,0.237,118.07,207.26,0.441,-999.25,0.354,2.76,0.976,-999.25,99.12,
2770,8.6,0.236,117.92,196.05,0.412,-999.25,0.336,2.66,0.98,-999.25,99.57,
2770.5,8.12,0.235,119.96,211.42,0.369,-999.25,0.309,2.66,1.027,-999.25,99.38,
2771,8.14,0.25,120.29,225.41,0.379,-999.25,0.321,2.78,1.063,-999.25,99.38,
2771.5,8.01,0.249,120.23,226.17,0.408,-999.25,0.338,3.64,1.06,-999.25,99.61,
2772,8.09,0.25,122.05,231.83,0.427,-999.25,0.35,2.87,1.026,-999.25,99.69,
2772.5,8.09,0.257,119.98,226.73,0.408,-999.25,0.341,2.52,1.061,-999.25,99.77,
2773,8.56,0.268,122.2,199.7,0.414,-999.25,0.349,2.35,1.104,-999.25,99.38,
2773.5,8.15,0.27,122.83,195.17,0.432,-999.25,0.36,2.38,1.028,-999.25,99.34,
2774,8.74,0.26,122.11,191.01,0.459,-999.25,0.373,2.34,1.023,-999.25,99.38,
2774.5,8.24,0.261,123.36,200.96,0.434,-999.25,0.358,2.26,1.065,-999.25,99.49,
2775,8.11,0.269,122.68,213.69,0.444,-999.25,0.367,2.37,1.087,-999.25,99.65,
2775.5,8.06,0.288,124.23,232.12,0.494,-999.25,0.404,2.21,1.094,-999.25,99.53,
2776,8.08,0.305,124.37,222,0.453,-999.25,0.386,2.47,1.062,-999.25,99.38,
2776.5,8.15,0.304,124.4,214.07,0.431,-999.25,0.373,2.34,1.044,-999.25,99.41,
2777,8.28,0.285,124.39,200.46,0.456,-999.25,0.38,2.28,1.041,-999.25,99.84,
2777.5,8.49,0.268,123.64,215.01,0.431,-999.25,0.359,2.31,1.045,-999.25,100,
2778,8.39,0.259,124.26,227.68,0.435,-999.25,0.358,2.49,1.03,-999.25,100,
2778.5,8.1,0.264,122.12,226.54,0.492,-999.25,0.395,2.85,1.035,-999.25,99.96,
2779,8.23,0.269,124.35,236.75,0.461,-999.25,0.377,3.27,1.065,-999.25,100,
2779.5,8.07,0.268,124.31,242.8,0.517,-999.25,0.412,2.65,1.031,-999.25,100,
2780,8.2,0.262,122.58,253.76,0.497,-999.25,0.397,2.78,0.972,-999.25,100,
2780.5,8.48,0.244,121.85,282.55,0.456,-999.25,0.366,2.47,1.002,-999.25,100,
2781,8.09,0.245,121.83,286.27,0.46,-999.25,0.369,2.38,0.984,-999.25,99.88,
2781.5,8.11,0.245,122.19,274.55,0.502,-999.25,0.395,2.77,0.993,-999.25,99.41,
2782,8.11,0.256,122.43,273.92,0.493,-999.25,0.393,2.83,1.013,-999.25,99.84,
2782.5,8.15,0.256,123.63,273.32,0.391,-999.25,0.33,2.41,0.994,-999.25,99.67,
2783,8.18,0.256,120.42,258.67,0.44,-999.25,0.36,2.36,0.999,-999.25,99.49,
2783.5,8.18,0.259,120.25,267.37,0.474,-999.25,0.382,2.23,1.005,-999.25,99.38,
2784,8.26,0.27,121,241.66,0.43,-999.25,0.359,2.63,1.004,-999.25,99.38,
2784.5,8.48,0.286,122.41,247.33,0.456,-999.25,0.381,2.52,0.979,-999.25,99.41,
2785,8.65,0.279,122.82,243.93,0.472,-999.25,0.388,2.32,0.994,-999.25,99.84,
2785.5,8.52,0.265,122.95,259.37,0.415,-999.25,0.348,2.24,1.046,-999.25,100,
2786,8.22,0.244,123.16,251.87,0.413,-999.25,0.339,2.52,1.071,-999.25,100.16,
2786.5,8.17,0.247,122.92,273.79,0.389,-999.25,0.326,2.44,1.119,-999.25,100.39,
2787,8,0.257,123.28,275.68,0.419,-999.25,0.348,2.5,1.128,-999.25,100.63,
2787.5,7.96,0.273,123.65,317.64,0.455,-999.25,0.375,2.49,1.151,-999.25,100.63,
2788,7.96,0.27,125.49,378.5,0.481,-999.25,0.39,2.39,1.17,-999.25,100.63,
2788.5,8.06,0.268,124.98,408.36,0.5,-999.25,0.401,2.26,1.178,-999.25,100.74,
2789,8.19,0.26,125.4,411.77,0.474,-999.25,0.382,2.17,1.219,-999.25,100.63,
2789.5,8.03,0.258,124.95,394.38,0.435,-999.25,0.358,2.24,1.253,-999.25,100.63,
2790,8.03,0.256,124.8,391.36,0.383,-999.25,0.326,2.47,1.273,-999.25,100.63,
2790.5,8.03,0.254,124.79,370.12,0.414,-999.25,0.343,2.57,1.318,-999.25,100.86,
2791,8,0.255,124.34,389.47,0.424,-999.25,0.35,2.84,1.345,-999.25,100.74,
2791.5,8,0.256,123.8,381.53,0.428,-999.25,0.353,3,1.342,-999.25,100.66,
2792,7.99,0.256,123.81,370.19,0.438,-999.25,0.359,2.99,1.319,-999.25,100.63,
2792.5,7.98,0.257,124.07,359.82,0.439,-999.25,0.36,2.93,1.259,-999.25,100.63,
2793,7.98,0.256,123.49,380.39,0.447,-999.25,0.364,2.77,1.212,-999.25,100.86,
2793.5,7.95,0.257,123.27,353.17,0.465,-999.25,0.376,2.75,1.192,-999.25,101.03,
2794,7.99,0.254,123.7,355.07,0.431,-999.25,0.354,3.09,1.201,-999.25,100.94,
2794.5,7.98,0.251,122.72,373.21,0.444,-999.25,0.361,3.21,1.152,-999.25,100.78,
2795,7.96,0.249,122.57,343.73,0.465,-999.25,0.373,3.3,1.099,-999.25,100.7,
2795.5,7.97,0.25,122.78,360.42,0.47,-999.25,0.376,3.07,1.054,-999.25,100.63,
2796,7.96,0.252,123.18,341.45,0.431,-999.25,0.353,2.03,0.949,-999.25,100.63,
2796.5,7.94,0.255,122.11,350.53,0.42,-999.25,0.347,1.94,0.832,-999.25,100.63,
2797,7.93,0.277,123.51,324.83,0.376,-999.25,0.33,1.61,0.812,-999.25,100.39,
2797.5,7.93,0.305,129.41,314.87,0.397,-999.25,0.354,1.48,0.772,-999.25,100.59,
2798,7.96,0.328,129.06,283.62,0.488,-999.25,0.416,1.15,0.64,-999.25,100.63,
2798.5,8.19,0.342,131.11,263.96,0.483,-999.25,0.418,1.46,0.654,-999.25,100.63,
2799,7.95,0.36,138.31,254.14,0.498,-999.25,0.435,1.71,0.682,-999.25,100.63,
2799.5,7.97,0.37,133.15,229.94,0.596,-999.25,0.496,1.29,0.779,-999.25,100.52,
2800,8.3,0.349,130.19,248.47,0.553,-999.25,0.462,1.9,0.869,-999.25,100.55,
2800.5,7.96,0.333,132.05,249.98,0.405,-999.25,0.371,1.42,0.697,-999.25,100.51,
2801,7.97,0.366,130.69,240.53,0.466,-999.25,0.419,1.06,0.579,-999.25,100.63,
2801.5,7.96,0.422,128.71,221.63,0.595,-999.25,0.516,0.85,0.512,-999.25,100.39,
2802,8.61,0.455,141.05,220.37,0.525,-999.25,0.491,1.03,0.562,-999.25,100.08,
2802.5,8.58,0.45,138.99,284.38,0.512,-999.25,0.482,1.2,0.559,-999.25,99.61,
2803,9.12,0.405,129.79,399.29,0.529,-999.25,0.471,1.46,0.672,-999.25,99.41,
2803.5,7.96,0.338,125.81,409.88,0.496,-999.25,0.424,2.13,0.863,-999.25,98.83,
2804,7.96,0.275,112.84,292.69,0.408,-999.25,0.348,3.79,1.224,-999.25,98.32,
2804.5,7.97,0.25,106.15,232.21,0.326,-999.25,0.29,4.28,1.311,-999.25,97.85,
2805,7.97,0.253,105.33,187.23,0.308,-999.25,0.282,3.38,1.384,-999.25,97.5,
2805.5,8.01,0.251,105.81,185.09,0.309,-999.25,0.281,3.13,1.402,-999.25,97.5,
2806,8.03,0.252,105.25,177.4,0.328,-999.25,0.292,3.09,1.419,-999.25,97.5,
2806.5,8.06,0.255,105.57,170.22,0.305,-999.25,0.281,2.83,1.424,-999.25,97.7,
2807,8.06,0.259,106.3,189.88,0.309,-999.25,0.285,2.71,1.418,-999.25,97.54,
2807.5,8.09,0.263,109.57,171.42,0.348,-999.25,0.308,2.81,1.362,-999.25,97.57,
2808,8,0.263,110.77,167.48,0.377,-999.25,0.325,3.05,1.393,-999.25,97.5,
2808.5,8.07,0.259,110.76,178.91,0.366,-999.25,0.317,3.09,1.432,-999.25,97.73,
2809,8.09,0.255,108.65,176.14,0.358,-999.25,0.311,3.17,1.44,-999.25,98.13,
2809.5,8.03,0.247,109.18,150.18,0.332,-999.25,0.293,3.33,1.437,-999.25,98.16,
2810,8,0.245,107.87,150.56,0.31,-999.25,0.279,3.34,1.441,-999.25,98.13,
2810.5,8,0.24,108.82,156.23,0.32,-999.25,0.283,3.5,1.455,-999.25,97.97,
2811,7.96,0.241,109.99,176.46,0.332,-999.25,0.29,3.58,1.409,-999.25,98.13,
2811.5,7.99,0.247,107.3,163.6,0.373,-999.25,0.316,3.39,1.4,-999.25,98.13,
2812,8.06,0.253,111.52,173.18,0.331,-999.25,0.295,3.24,1.345,-999.25,97.94,
2812.5,8.11,0.257,112.96,168.71,0.336,-999.25,0.299,2.64,1.193,-999.25,97.34,
2813,8.15,0.256,112.78,200.46,0.392,-999.25,0.331,2.62,1.197,-999.25,96.99,
2813.5,8.08,0.254,113.55,184.21,0.409,-999.25,0.34,3.14,1.369,-999.25,96.29,
2814,8.1,0.251,109.61,185.34,0.337,-999.25,0.297,3.76,1.454,-999.25,96.1,
2814.5,8.08,0.246,109.03,174,0.345,-999.25,0.3,3.29,1.386,-999.25,95.62,
2815,8.11,0.243,109.17,186.47,0.375,-999.25,0.316,3.11,1.343,-999.25,94.88,
2815.5,8.11,0.242,108.51,172.86,0.375,-999.25,0.316,3.17,1.351,-999.25,94.12,
2816,8.11,0.246,108.45,176.46,0.365,-999.25,0.311,3.18,1.352,-999.25,93.63,
2816.5,8.1,0.253,106.27,159.25,0.387,-999.25,0.327,3.2,1.352,-999.25,93.05,
2817,8.09,0.261,105.85,162.66,0.392,-999.25,0.333,3.25,1.348,-999.25,92.27,
2817.5,8.12,0.266,105.47,150.56,0.337,-999.25,0.304,3.15,1.288,-999.25,91.88,
2818,8.13,0.27,105.3,158.5,0.374,-999.25,0.326,2.96,1.246,-999.25,90.9,
2818.5,8.13,0.271,105.1,154.4,0.375,-999.25,0.327,3.27,1.281,-999.25,90.74,
2819,8.13,0.274,105,164.67,0.385,-999.25,0.334,3.37,1.302,-999.25,90.04,
2819.5,8.12,0.277,105.07,141.11,0.395,-999.25,0.341,3.15,1.213,-999.25,90,
2820,8.11,0.275,105.56,136.2,0.379,-999.25,0.331,2.48,1.124,-999.25,90,
2820.5,8.07,0.268,105.61,152.45,0.391,-999.25,0.335,3.23,1.246,-999.25,90,
2821,8.03,0.262,105.67,186.09,0.356,-999.25,0.313,3.61,1.323,-999.25,90,
2821.5,8.05,0.266,106.44,162.22,0.36,-999.25,0.317,3.85,1.323,-999.25,89.96,
2822,8.05,0.274,106.18,164.92,0.353,-999.25,0.316,3.87,1.248,-999.25,89.84,
2822.5,8.06,0.285,105.43,146.03,0.345,-999.25,0.316,3.25,1.234,-999.25,89.56,
2823,8.06,0.299,107.9,155.48,0.347,-999.25,0.324,3.09,1.176,-999.25,89.37,
2823.5,8.07,0.311,111.39,160.39,0.355,-999.25,0.334,2.54,1.08,-999.25,88.95,
2824,8.07,0.32,110.92,180.8,0.444,-999.25,0.387,2.74,1.111,-999.25,88.49,
2824.5,8.04,0.317,110.52,166.06,0.377,-999.25,0.348,2.92,1.165,-999.25,87.73,
2825,8.01,0.306,109.29,138.84,0.312,-999.25,0.309,2.74,1.105,-999.25,87.19,
2825.5,8.02,0.289,108.38,144.2,0.363,-999.25,0.328,2.69,1.052,-999.25,86.58,
2826,8.04,0.286,108.72,161.15,0.374,-999.25,0.333,2.68,1.049,-999.25,85.86,
2826.5,8.03,0.291,110.05,163.04,0.358,-999.25,0.326,2.86,1.074,-999.25,85.27,
2827,7.94,0.295,111.82,167.95,0.377,-999.25,0.338,3.18,1.105,-999.25,84.22,
2827.5,7.91,0.297,109.83,177.02,0.381,-999.25,0.342,3.82,1.133,-999.25,83.48,
2828,7.8,0.311,110.22,171.35,0.372,-999.25,0.343,3.94,1.087,-999.25,82.24,
2828.5,7.72,0.332,110.18,113.14,0.341,-999.25,0.337,3.08,0.987,-999.25,81.41,
2829,7.61,0.35,109.06,99.91,0.32,-999.25,0.335,2.65,0.911,-999.25,81.21,
2829.5,7.51,0.344,107.86,91.78,0.296,-999.25,0.321,2.59,0.894,-999.25,80.7,
2830,7.57,0.329,109.77,105.96,0.312,-999.25,0.321,2.94,0.947,-999.25,80.81,
2830.5,7.7,0.31,109.19,137.33,0.352,-999.25,0.332,3.4,0.972,-999.25,81.02,
2831,7.78,0.306,108.86,147.92,0.39,-999.25,0.351,3.56,0.973,-999.25,80.98,
2831.5,7.82,0.305,109.38,132.42,0.37,-999.25,0.339,3.36,0.947,-999.25,80.98,
2832,7.83,0.309,107.2,128.61,0.354,-999.25,0.332,3.32,0.937,-999.25,80.88,
2832.5,7.77,0.313,106.65,135.25,0.397,-999.25,0.357,3.03,0.916,-999.25,80.7,
2833,7.68,0.322,106.97,134.34,0.371,-999.25,0.347,2.72,0.888,-999.25,80.62,
2833.5,7.66,0.329,105.48,122.78,0.358,-999.25,0.344,2.74,0.878,-999.25,80.29,
2834,7.64,0.33,106.91,118.43,0.37,-999.25,0.351,2.76,0.865,-999.25,80.27,
2834.5,7.56,0.324,109.05,116.16,0.353,-999.25,0.339,2.68,0.845,-999.25,80,
2835,7.61,0.316,111.29,127.88,0.398,-999.25,0.359,2.72,0.839,-999.25,80,
2835.5,7.61,0.313,110.51,141.11,0.364,-999.25,0.339,2.84,0.848,-999.25,79.88,
2836,7.62,0.323,111.36,109.36,0.316,-999.25,0.32,2.83,0.845,-999.25,79.37,
2836.5,7.52,0.336,107.74,92.66,0.3,-999.25,0.319,2.77,0.838,-999.25,79.06,
2837,7.48,0.336,105.72,84.41,0.281,-999.25,0.31,2.81,0.842,-999.25,79.06,
2837.5,7.5,0.327,106.87,101.04,0.298,-999.25,0.313,2.87,0.856,-999.25,79.6,
2838,7.61,0.325,107.39,113.89,0.338,-999.25,0.332,2.89,0.864,-999.25,80.08,
2838.5,7.6,0.333,107.33,116.16,0.336,-999.25,0.335,2.78,0.868,-999.25,80.55,
2839,7.64,0.341,108.66,116.54,0.325,-999.25,0.333,2.85,0.874,-999.25,80.59,
2839.5,7.67,0.346,108.39,135.06,0.315,-999.25,0.331,3.21,0.914,-999.25,80.62,
2840,7.69,0.356,108.44,150.44,0.352,-999.25,0.354,3.85,0.956,-999.25,80.62,
2840.5,7.66,0.361,108.23,139.22,0.39,-999.25,0.376,3.58,0.922,-999.25,80.51,
2841,7.48,0.362,107.3,124.86,0.362,-999.25,0.362,2.93,0.883,-999.25,80,
2841.5,7.52,0.357,106.59,115.03,0.349,-999.25,0.353,2.68,0.852,-999.25,80,
2842,7.5,0.352,106.13,101.8,0.37,-999.25,0.361,2.81,0.86,-999.25,80,
2842.5,7.53,0.344,106.61,110.11,0.343,-999.25,0.344,3.03,0.864,-999.25,80,
2843,7.58,0.337,106.88,119.94,0.364,-999.25,0.351,3.06,0.866,-999.25,79.88,
2843.5,7.65,0.338,106.48,107.47,0.358,-999.25,0.348,3.2,0.871,-999.25,79.37,
2844,7.66,0.34,105.63,115.03,0.362,-999.25,0.351,3.16,0.87,-999.25,79.57,
2844.5,7.55,0.332,104.49,116.92,0.318,-999.25,0.325,3.12,0.863,-999.25,79.84,
2845,7.61,0.319,103.59,113.45,0.354,-999.25,0.337,3.29,0.878,-999.25,80.04,
2845.5,7.67,0.309,103.32,125.99,0.33,-999.25,0.32,3.52,0.899,-999.25,80.39,
2846,7.62,0.309,102.93,125.24,0.319,-999.25,0.314,2.95,0.868,-999.25,80.62,
2846.5,7.58,0.307,102.75,101.42,0.303,-999.25,0.305,2.48,0.832,-999.25,80.27,
2847,7.62,0.303,102.63,112,0.347,-999.25,0.326,2.49,0.847,-999.25,80.59,
2847.5,7.76,0.302,103.22,114.27,0.338,-999.25,0.321,2.65,0.865,-999.25,80.62,
2848,7.88,0.31,104.35,127.88,0.343,-999.25,0.327,2.73,0.871,-999.25,80.62,
2848.5,7.83,0.317,105.5,109.36,0.368,-999.25,0.343,2.86,0.895,-999.25,80.62,
2849,7.8,0.314,106.75,123.28,0.367,-999.25,0.342,2.96,0.924,-999.25,80.59,
2849.5,7.82,0.301,107.22,144.51,0.315,-999.25,0.308,3.44,0.955,-999.25,80.04,
2850,7.82,0.301,106.93,126.75,0.317,-999.25,0.309,3.97,0.966,-999.25,80,
2850.5,7.79,0.313,105.9,120.32,0.331,-999.25,0.322,3.01,0.895,-999.25,80,
2851,7.7,0.33,104.22,102.55,0.304,-999.25,0.317,2.44,0.835,-999.25,80,
2851.5,7.65,0.329,103.21,108.6,0.282,-999.25,0.306,2.67,0.868,-999.25,80.2,
2852,7.67,0.316,104.18,113.14,0.333,-999.25,0.325,3.24,0.911,-999.25,80.04,
2852.5,7.69,0.306,105.01,117.67,0.349,-999.25,0.328,3.37,0.944,-999.25,80.04,
2853,7.67,0.306,105.92,115.78,0.348,-999.25,0.328,2.92,0.899,-999.25,80.16,
2853.5,7.62,0.31,105.04,119.44,0.369,-999.25,0.341,2.58,0.862,-999.25,80.07,
2854,7.51,0.31,104.34,123.72,0.36,-999.25,0.336,2.4,0.876,-999.25,79.53,
2854.5,7.41,0.315,103.77,115.78,0.347,-999.25,0.331,2.63,0.917,-999.25,79.37,
2855,7.35,0.323,103.37,104.07,0.33,-999.25,0.327,2.76,0.938,-999.25,78.79,
2855.5,7.36,0.33,102.26,95.37,0.315,-999.25,0.323,2.71,0.95,-999.25,78.75,
2856,7.42,0.323,101.53,107.47,0.319,-999.25,0.321,2.72,0.961,-999.25,78.75,
2856.5,7.35,0.319,101.55,102.18,0.295,-999.25,0.307,2.76,0.974,-999.25,78.75,
2857,7.39,0.321,103.93,122.97,0.337,-999.25,0.329,2.8,0.985,-999.25,78.63,
2857.5,7.26,0.327,105.19,141.11,0.364,-999.25,0.346,2.89,0.973,-999.25,78.13,
2858,7.41,0.326,106.42,127.5,0.359,-999.25,0.343,2.92,0.938,-999.25,77.83,
2858.5,7.45,0.326,106.27,96.13,0.316,-999.25,0.321,2.78,0.922,-999.25,77.54,
2859,7.42,0.322,105.34,82.14,0.37,-999.25,0.347,2.65,0.896,-999.25,77.81,
2859.5,7.42,0.319,104.38,78.74,0.311,-999.25,0.315,2.55,0.88,-999.25,77.5,
2860,7.45,0.318,105.37,100.29,0.349,-999.25,0.334,2.52,0.87,-999.25,77.5,
2860.5,7.49,0.326,106.35,110.49,0.343,-999.25,0.335,2.65,0.877,-999.25,77.5,
2861,7.5,0.33,106.25,120.7,0.343,-999.25,0.337,2.82,0.892,-999.25,77.5,
2861.5,7.55,0.327,108.39,105.96,0.36,-999.25,0.344,3,0.905,-999.25,77.77,
2862,7.54,0.321,109.24,122.97,0.355,-999.25,0.338,3.33,0.93,-999.25,77.5,
2862.5,7.56,0.323,108.17,133.99,0.359,-999.25,0.341,3.65,0.954,-999.25,76.88,
2863,7.56,0.335,108.99,116.07,0.347,-999.25,0.341,3.21,0.912,-999.25,76.13,
2863.5,7.44,0.345,108.97,78.49,0.329,-999.25,0.337,2.76,0.863,-999.25,75.74,
2864,7.41,0.347,107.38,79.5,0.346,-999.25,0.347,2.77,0.859,-999.25,75.7,
2864.5,7.44,0.346,107.29,71.56,0.345,-999.25,0.346,3.08,0.881,-999.25,75.63,
2865,7.44,0.347,107.37,71.56,0.36,-999.25,0.354,3.15,0.875,-999.25,75.63,
2865.5,7.36,0.347,107.16,81.39,0.377,-999.25,0.362,3.33,0.879,-999.25,76.21,
2866,7.32,0.341,107.15,71.18,0.38,-999.25,0.361,3.38,0.879,-999.25,76.58,
2866.5,7.36,0.337,107.15,79.5,0.373,-999.25,0.355,3.31,0.869,-999.25,77.38,
2867,7.45,0.33,107.16,99.53,0.334,-999.25,0.332,3.35,0.857,-999.25,77.62,
2867.5,7.51,0.324,105.97,101.8,0.349,-999.25,0.337,3.38,0.847,-999.25,77.5,
2868,7.53,0.32,104.84,97.64,0.336,-999.25,0.328,3.23,0.839,-999.25,78.01,
2868.5,7.47,0.32,104.48,91.97,0.32,-999.25,0.32,3.11,0.829,-999.25,78.01,
2869,7.44,0.324,103.96,102.56,0.342,-999.25,0.333,3.24,0.838,-999.25,78.12,
2869.5,7.49,0.326,103.88,99.15,0.35,-999.25,0.338,3.23,0.843,-999.25,78.13,
